psu,a7,a8,relprac,floodrisk,pop1011_UNOSAT,dem_mean,dem_std,neigh_Rivers,centdist_MRiver,flood_exp,violent_vignette,effective,approve,vv_pop1011_UNOSAT,male,headh,age,read,math,educ,sunni,knowfullpca,simpleknow,vv_flood_exp
422,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,1,0,1,0,.25999999,0,0,0,1,2.1312859,.69999999,0
569,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.38999999,0,0,0,1,2.6317384,.89999998,0
735,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,0,.27000001,1,1,.33333334,1,1.8195233,.60000002,0
28,Chaghi,Dalbandin,.26666668,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.23999999,0,1,.33333334,1,2.5949819,.80000001,0
569,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.25,0,0,0,1,3.0063336,1,0
569,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.25999999,0,0,0,1,3.0063336,1,0
569,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.30000001,1,1,0,1,3.0063336,1,0
1075,Chaghi,Taftan,.46666667,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.37,1,1,.16666667,1,1.8195233,.60000002,0
28,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.38999999,1,0,.33333334,1,3.0063336,1,0
639,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,0,0,0,0,0,.30000001,0,0,0,1,2.4313924,.80000001,.66600001
1074,Chaghi,Dalbandin,.63333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.47,0,1,0,1,3.0063336,1,0
422,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.5,0,1,0,.25,0,0,0,1,2.1312859,.69999999,0
170,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,1,.37,0,0,0,1,1.8195233,.60000002,0
638,Chaghi,Dalbandin,.2,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,0,.5,0,1,0,.28,1,1,0,1,1.9753016,.69999999,0
873,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,.75,0,0,0,.22,1,1,.66666669,1,2.7387638,.89999998,0
28,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.49000001,1,1,.33333334,1,3.0063336,1,0
173,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,1,1,0,0,0,.40000001,0,1,.33333334,1,2.1196299,.69999999,0
638,Chaghi,Dalbandin,.60000002,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.55000001,0,,0,1,2.4313924,.80000001,0
422,Chaghi,Dalbandin,.73333335,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,1,.44,1,1,0,1,1.8195233,.60000002,0
639,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,0,.25,0,0,0,.28,1,1,.5,1,2.4313924,.80000001,0
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.34999999,1,1,.66666669,1,3.0063336,1,0
45,Chaghi,Taftan,.60000002,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,0,.18000001,1,1,.66666669,1,2.4386573,.80000001,0
569,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.27000001,0,1,0,1,3.0063336,1,0
173,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,.5,1,0,0,1,.44999999,0,1,.33333334,1,2.1196299,.69999999,0
1074,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.41,0,1,0,1,3.0063336,1,0
1074,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.28999999,1,1,.5,1,3.0063336,1,0
735,Chaghi,Dalbandin,.53333336,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,1,0,1,1,.5,1,1,.33333334,1,1.8195233,.60000002,0
639,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,0,0,0,0,0,.19,1,1,.16666667,1,2.40399,.69999999,.66600001
735,Chaghi,Dalbandin,.53333336,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,.75,0,1,1,.49000001,1,1,.33333334,1,1.8195233,.60000002,0
173,Chaghi,Dalbandin,.63333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,.5,1,0,0,0,.5,0,1,0,1,2.1312859,.69999999,0
170,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,1,.75,0,1,1,.41,0,0,0,1,1.8195233,.60000002,.66600001
585,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.31999999,0,1,0,1,2.4313924,.80000001,0
170,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,.75,.75,0,1,1,.31,0,1,0,1,1.4813019,.5,.333
173,Chaghi,Dalbandin,.30000001,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,1,.75,0,0,1,.28,0,0,0,1,1.056061,.40000001,0
170,Chaghi,Dalbandin,.36666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,.75,0,1,1,.23999999,0,0,0,1,1.8195233,.60000002,0
1074,Chaghi,Dalbandin,.30000001,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.38,1,1,.83333331,1,3.0063336,1,0
1075,Chaghi,Taftan,.5,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,0,.30000001,0,0,0,1,1.8195233,.60000002,0
873,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,.75,0,0,0,.43000001,0,1,0,1,2.4313924,.80000001,0
45,Chaghi,Taftan,.60000002,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,.75,.75,0,1,0,.19,1,1,.5,1,2.7387638,.89999998,0
173,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,.5,.75,0,0,0,.31,0,1,0,1,2.1196299,.69999999,0
735,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,1,0,1,0,.28,1,1,.33333334,1,1.1017888,.40000001,0
173,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,.5,.75,0,0,0,.20999999,0,1,0,1,2.1196299,.69999999,0
170,Chaghi,Dalbandin,.36666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,.75,0,1,1,.36000001,0,0,0,1,1.8195233,.60000002,0
1075,Chaghi,Taftan,.63333333,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.46000001,1,1,.16666667,1,1.8195233,.60000002,0
639,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,0,0,0,0,0,.31999999,0,0,0,1,2.4313924,.80000001,0
638,Chaghi,Dalbandin,.60000002,.10679143,0,1.0251069,.2913112,0,4.9169178,1,1,1,1,0,1,1,.51999998,0,1,0,1,2.4313924,.80000001,1
639,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.5,0,1,0,1,2.3988557,.80000001,0
638,Chaghi,Dalbandin,.63333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.22,1,1,.66666669,1,2.7387638,.89999998,0
569,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.34999999,1,1,.66666669,1,3.0063336,1,0
569,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,1,1,0,0,0,.38999999,0,1,0,1,3.0063336,1,.333
735,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,1,0,1,1,.5,0,0,0,1,1.8195233,.60000002,0
639,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,0,0,0,0,0,.30000001,1,1,.66666669,1,2.4313924,.80000001,0
28,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.75,0,0,0,.30000001,0,1,0,1,2.1196299,.69999999,0
639,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,0,0,0,0,0,.19,0,1,0,1,2.4313924,.80000001,.66600001
28,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.75,0,0,0,.40000001,0,1,0,1,2.1196299,.69999999,0
569,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,1,1,0,0,0,.28999999,0,0,0,1,3.0063336,1,.333
170,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.46000001,0,0,0,1,1.4813019,.5,0
173,Chaghi,Dalbandin,.63333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,.5,.5,0,0,0,.30000001,0,1,0,1,2.1312859,.69999999,0
422,Chaghi,Dalbandin,.73333335,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,1,1,0,1,1,.47999999,1,1,0,1,1.8195233,.60000002,.333
638,Chaghi,Dalbandin,.60000002,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.19,1,1,.5,1,2.7387638,.89999998,0
422,Chaghi,Dalbandin,.69999999,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,1,.75,0,1,1,.41999999,1,1,0,1,1.8195233,.60000002,.333
422,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.25,0,1,0,.23999999,0,0,0,1,2.1312859,.69999999,0
873,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.44999999,0,1,0,1,2.4270012,.80000001,0
1074,Chaghi,Dalbandin,.63333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.47999999,0,1,0,1,3.0063336,1,0
735,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,0,.28999999,1,1,.33333334,1,1.8195233,.60000002,0
873,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.37,1,1,.5,1,2.7387638,.89999998,0
639,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.5,0,0,0,.36000001,0,1,0,1,2.3988557,.80000001,0
45,Chaghi,Taftan,.66666669,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,.5,.5,0,1,0,.23999999,1,1,.5,1,2.7387638,.89999998,0
735,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,1,0,1,1,.47999999,0,0,0,1,1.8195233,.60000002,0
1074,Chaghi,Dalbandin,.30000001,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.23,1,1,.83333331,1,3.0063336,1,0
569,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.25,0,0,0,1,3.0063336,1,0
1075,Chaghi,Taftan,.63333333,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.46000001,1,1,.16666667,1,1.8195233,.60000002,0
873,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,.75,0,0,0,.64999998,0,1,0,1,2.4270012,.80000001,0
638,Chaghi,Dalbandin,.60000002,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.34999999,0,1,0,1,2.4313924,.80000001,0
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,1,1,0,0,0,.54000002,0,1,0,1,2.4313924,.80000001,.66600001
638,Chaghi,Dalbandin,.56666666,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.47999999,0,1,0,1,2.4313924,.80000001,0
1075,Chaghi,Taftan,.63333333,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.31,1,1,.16666667,1,1.4813019,.5,0
1074,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.38999999,1,1,.5,1,3.0063336,1,0
170,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,.5,.5,0,1,1,.49000001,0,0,0,1,1.8195233,.60000002,.66600001
638,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,1,.40000001,1,1,.5,1,2.4313924,.80000001,0
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.5,0,0,0,.25,0,1,0,1,2.4313924,.80000001,0
585,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,1,1,.75,1,0,0,0,.49000001,0,1,0,1,2.4313924,.80000001,1
638,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.18000001,1,1,.5,1,2.7387638,.89999998,0
1075,Chaghi,Taftan,.5,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,0,.31,0,0,0,1,1.8195233,.60000002,0
873,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,.75,0,0,0,.28,1,1,.33333334,1,2.7387638,.89999998,0
735,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,0,.28,1,1,.33333334,1,1.8195233,.60000002,0
1075,Chaghi,Taftan,.5,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,0,.31,0,0,0,1,1.8195233,.60000002,0
422,Chaghi,Dalbandin,.73333335,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,.75,.75,0,1,1,.41,1,1,0,1,1.8195233,.60000002,.333
873,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.5,0,0,0,.31,1,1,.5,1,2.7387638,.89999998,0
173,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,.5,.75,0,0,0,.22,1,1,.33333334,1,2.1196299,.69999999,0
45,Chaghi,Taftan,.66666669,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.38,1,1,.5,1,2.4313924,.80000001,0
1075,Chaghi,Taftan,.63333333,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.28999999,1,1,.16666667,1,1.8195233,.60000002,0
45,Chaghi,Taftan,.76666665,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.55000001,0,1,0,1,2.1312859,.69999999,0
639,Chaghi,Dalbandin,.23333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,0,0,0,0,0,.19,1,1,.16666667,1,2.4313924,.80000001,0
569,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.47,0,1,0,1,3.0063336,1,0
638,Chaghi,Dalbandin,.63333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,0,.23999999,1,1,.66666669,1,1.8195233,.60000002,0
1074,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.38,1,1,.83333331,1,3.0063336,1,0
170,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,.75,.75,0,1,1,.28,0,1,0,1,1.4813019,.5,.333
45,Chaghi,Taftan,.66666669,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,.75,.75,0,1,0,.5,0,1,0,1,2.1312859,.69999999,0
173,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,.75,1,0,0,0,.5,0,0,0,1,2.1312859,.69999999,0
1075,Chaghi,Taftan,.5,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,0,.31999999,0,0,0,1,1.8195233,.60000002,0
735,Chaghi,Dalbandin,.53333336,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.47999999,1,1,.33333334,1,1.8195233,.60000002,0
639,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.25,.25,0,0,0,.38,0,1,0,1,1.8195233,.60000002,0
422,Chaghi,Dalbandin,.73333335,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,1,.75,0,1,1,.49000001,1,1,0,1,1.8195233,.60000002,.333
873,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,1,.54000002,0,1,0,1,2.1196299,.69999999,0
28,Chaghi,Dalbandin,.1,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.34999999,0,1,.33333334,1,2.5949819,.80000001,0
638,Chaghi,Dalbandin,.63333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,0,.33000001,0,1,0,1,2.4313924,.80000001,0
1075,Chaghi,Taftan,.60000002,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.41999999,0,,0,1,1.7921207,.5,0
45,Chaghi,Taftan,.80000001,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,.5,.5,0,1,1,.54000002,0,1,0,1,2.4313924,.80000001,0
1074,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.38,1,1,.83333331,1,3.0063336,1,0
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.5,0,0,0,.34999999,1,1,.66666669,1,3.0063336,1,0
639,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,0,0,0,0,0,.30000001,0,0,0,1,2.4313924,.80000001,.66600001
638,Chaghi,Dalbandin,.56666666,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,1,0,1,1,.47,1,1,.83333331,1,2.6989622,.89999998,0
1075,Chaghi,Taftan,.63333333,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.28,1,1,.16666667,1,1.8195233,.60000002,0
45,Chaghi,Taftan,.83333331,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,0,.41999999,1,1,.83333331,1,2.7387638,.89999998,0
639,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.25,.5,0,0,0,.25,1,1,.33333334,1,2.1312859,.69999999,0
28,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.28,1,1,.33333334,1,3.0063336,1,0
735,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,0,0,0,1,1,.49000001,0,0,0,1,1.8195233,.60000002,0
45,Chaghi,Taftan,.56666666,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,.5,.5,0,1,1,.62,0,1,0,1,2.1312859,.69999999,0
422,Chaghi,Dalbandin,.73333335,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,1,1,0,1,1,.49000001,1,1,0,1,1.8195233,.60000002,.333
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,0,0,0,0,0,.40000001,0,1,0,1,2.4313924,.80000001,.66600001
735,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,1,0,1,1,.47999999,0,0,0,1,1.8195233,.60000002,0
569,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.38,0,1,.33333334,1,3.0063336,1,0
28,Chaghi,Dalbandin,.26666668,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.34999999,0,1,.33333334,1,2.978931,.89999998,0
170,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.30000001,0,1,0,1,1.8195233,.60000002,0
735,Chaghi,Dalbandin,.53333336,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,.75,0,1,1,.41999999,1,1,.33333334,1,1.8195233,.60000002,0
45,Chaghi,Taftan,.80000001,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,.75,.75,0,1,1,.63,0,1,0,1,2.4313924,.80000001,0
1075,Chaghi,Taftan,.63333333,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.47999999,1,1,.16666667,1,1.8195233,.60000002,0
170,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,.75,.75,0,1,1,.25999999,0,1,0,1,1.8195233,.60000002,.333
422,Chaghi,Dalbandin,.69999999,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,1,.75,0,1,1,.41,1,1,0,1,1.8195233,.60000002,.333
45,Chaghi,Taftan,.63333333,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,.75,.75,0,1,1,.44999999,1,1,.66666669,1,2.7387638,.89999998,0
45,Chaghi,Taftan,.56666666,.028309176,0,.78830034,.26380378,0,6.8563738,0,0,1,1,0,1,1,.47999999,0,1,0,1,2.4313924,.80000001,0
170,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.31,0,0,.33333334,1,1.8195233,.60000002,0
1074,Chaghi,Dalbandin,.83333331,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.38,1,1,.5,1,3.0063336,1,0
1074,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,0,.37,1,1,.5,1,3.0063336,1,0
28,Chaghi,Dalbandin,.1,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.22,0,1,.33333334,1,2.978931,.89999998,0
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.52999997,1,1,.5,1,2.4313924,.80000001,0
873,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.63999999,0,1,0,1,2.4313924,.80000001,0
873,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.44,0,1,0,1,2.4313924,.80000001,0
1074,Chaghi,Dalbandin,.63333333,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,1,1,.41999999,0,1,0,1,3.0063336,1,0
873,Chaghi,Dalbandin,.83333331,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.50999999,0,1,0,1,2.4313924,.80000001,0
422,Chaghi,Dalbandin,.73333335,.10679143,0,1.0251069,.2913112,0,4.9169178,.333,1,.75,.75,0,1,1,.47999999,1,1,0,1,1.4813019,.5,.333
173,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,1,.75,0,0,0,.37,0,1,0,1,1.8195233,.60000002,0
28,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,0,0,.38,1,1,.33333334,1,2.2428713,.80000001,0
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,0,0,0,0,0,.5,0,1,0,1,2.4313924,.80000001,0
173,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,1,1,0,0,0,.30000001,1,1,.33333334,1,2.1196299,.69999999,0
170,Chaghi,Dalbandin,.33333334,.10679143,0,1.0251069,.2913112,0,4.9169178,.66600001,1,.75,.75,0,1,1,.41,0,0,0,1,1.8195233,.60000002,.66600001
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.5,0,0,0,.56,0,1,0,1,2.4313924,.80000001,0
173,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,0,.75,1,0,0,0,.25,1,1,.16666667,1,2.4313924,.80000001,0
873,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.25,.25,0,0,0,.34,0,1,0,1,2.4313924,.80000001,0
585,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.25,.25,0,0,0,.28999999,0,1,0,1,2.4313924,.80000001,0
28,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.75,0,0,0,.28,0,1,0,1,2.1196299,.69999999,0
422,Chaghi,Dalbandin,.46666667,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.75,.75,0,1,0,.25,0,0,0,1,2.1312859,.69999999,0
569,Chaghi,Dalbandin,.66666669,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.44,0,0,0,1,3.0063336,1,0
28,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,.5,.75,0,0,0,.40000001,0,1,0,1,2.1196299,.69999999,0
585,Chaghi,Dalbandin,.5,.10679143,0,1.0251069,.2913112,0,4.9169178,0,1,1,1,0,0,0,.5,1,1,.5,1,2.4313924,.80000001,0
346,Dera Bughti,Dera Bughti,.26666668,.04021772,0,.47987771,.20016709,0,1.0293598,0,1,0,0,0,1,0,.2,1,1,.33333334,1,1.6679302,.60000002,0
438,Dera Bughti,Phelawagh,.2,.015444015,0,.79965383,.14617693,0,1.0208167,1,1,.75,.75,0,1,0,.25999999,1,1,.33333334,1,1.3561676,.5,1
438,Dera Bughti,Phelawagh,.033333335,.015444015,0,.79965383,.14617693,0,1.0208167,0,1,.75,0,0,1,0,.27000001,0,0,0,1,1.7921207,.5,0
1057,Dera Bughti,Phelawagh,.33333334,.015444015,0,.79965383,.14617693,0,1.0208167,0,1,1,.75,0,0,0,.22,0,1,0,1,1.3561676,.5,0
78,Dera Bughti,Dera Bughti,.36666667,.04021772,0,.47987771,.20016709,0,1.0293598,0,1,1,1,0,0,0,.44999999,0,,0,1,1.8195233,.60000002,0
