gid_1,name_1,gid_2,name_2,paymentyear,comm_total_all,disb_total_all,comm_health_all,disb_health_all,comm_repro_all,disb_repro_all,comm_total_all_ngo,disb_total_all_ngo,comm_health_all_ngo,disb_health_all_ngo,comm_repro_all_ngo,disb_repro_all_ngo,comm_health_all_ngo_nonus,disb_health_all_ngo_nonus,comm_total_us,disb_total_us,comm_health_us,disb_health_us,comm_repro_us,disb_repro_us,comm_total_us_ngo,disb_total_us_ngo,comm_health_us_ngo,disb_health_us_ngo,comm_repro_us_ngo,disb_repro_us_ngo,comm_health_us_ngo_nonus,disb_health_us_ngo_nonus,comm_total_eu,disb_total_eu,comm_health_eu,disb_health_eu,comm_repro_eu,disb_repro_eu,comm_total_eu_ngo,disb_total_eu_ngo,comm_health_eu_ngo,disb_health_eu_ngo,comm_repro_eu_ngo,disb_repro_eu_ngo,comm_health_eu_ngo_nonus,disb_health_eu_ngo_nonus,comm_total_other,disb_total_other,comm_health_other,disb_health_other,comm_repro_other,disb_repro_other,comm_total_other_ngo,disb_total_other_ngo,comm_health_other_ngo,disb_health_other_ngo,comm_repro_other_ngo,disb_repro_other_ngo,comm_health_other_ngo_nonus,disb_health_other_ngo_nonus
PAK.4_1,F.C.T.,PAK.4.1_1,Islamabad,2023,157536618.796277,396912479.723789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157536618.796277,396912479.723789,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,1995,20278.2416992188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20278.2416992188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,1996,5068637.12646089,479346.480104986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068637.12646089,479346.480104986,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,1997,0,137783.999312604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137783.999312604,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,1998,0,209907.554807409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209907.554807409,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,1999,0,567785.9749875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567785.9749875,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2000,0,397663.187970433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397663.187970433,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2001,950391.4375,470424.888902092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950391.4375,235704.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,234720.529527092,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2002,0,867504.276801119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867504.276801119,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2003,5418538.67312136,251207.889409307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418538.67312136,251207.889409307,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2004,3678725.4237572,899957.639909932,0,0,0,0,59828.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59828.75,0,0,0,0,0,59828.75,0,0,0,0,0,0,0,3618896.6737572,899957.639909932,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2005,2482757.192187,2467981.61919087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482757.192187,2467981.61919087,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2006,0,4158836.66858458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158836.66858458,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2007,100250.2890625,4650176.22557256,0,0,0,0,100250.2890625,36081.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100250.2890625,36081.65625,0,0,0,0,100250.2890625,36081.65625,0,0,0,0,0,0,0,4614094.56932256,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2008,0,3229226.07935468,0,0,0,0,0,24497.509765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24497.509765625,0,0,0,0,0,24497.509765625,0,0,0,0,0,0,0,3204728.56958906,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2009,216952.03125,2306609.39768076,0,0,0,0,0,41129.87890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216952.03125,168931.14453125,0,0,0,0,0,41129.87890625,0,0,0,0,0,0,0,2137678.25314951,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2010,0,501168.949524558,0,0,0,0,0,87758.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87758.015625,0,0,0,0,0,87758.015625,0,0,0,0,0,0,0,413410.933899558,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2011,0,163818.167076041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163818.167076041,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2012,0,233904.20942226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233904.20942226,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2013,0,254816.572156242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254816.572156242,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2014,0,78382.69975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78382.69975,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2015,0,22152.7535103824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22152.7535103824,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2016,3769834.6875,1285949.04261074,0,0,0,0,2367350.9375,1289414.828125,0,0,0,0,0,0,2180743.375,220071.3125,0,0,0,0,778259.625,144968.4375,0,0,0,0,0,0,1589091.3125,1144446.390625,0,0,0,0,1589091.3125,1144446.390625,0,0,0,0,0,0,0,-78568.66051426,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2017,203051.625,1459767.21875,0,0,0,0,203051.625,480221.96875,0,0,0,0,0,0,0,1317957.78125,0,0,0,0,0,338412.53125,0,0,0,0,0,0,203051.625,141809.4375,0,0,0,0,203051.625,141809.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2018,0,995108.823242188,0,0,0,0,0,83898.52734375,0,0,0,0,0,0,0,594415.875,0,0,0,0,0,0,0,0,0,0,0,0,0,400692.948242188,0,0,0,0,0,83898.52734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2019,6341120.58169212,-2541.63206400934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.43226480484,0,0,0,0,0,0,0,0,0,0,0,0,6341120.58169212,-2646.06432881418,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2020,8317474.61242668,649228.798347576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8317474.61242668,649228.798347576,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2021,0,1169425.72604094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169425.72604094,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2022,49038001.0999224,1124604.82522489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49038001.0999224,1124604.82522489,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.1_1,Bannu,2023,0,945219.712462587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945219.712462587,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,1996,5068637.12646089,479346.480104986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068637.12646089,479346.480104986,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,1997,0,137783.999312604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137783.999312604,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,1998,0,209907.554807409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209907.554807409,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,1999,0,567785.9749875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567785.9749875,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2000,0,397663.187970433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397663.187970433,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2001,896488.625,456933.201402092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896488.625,222212.671875,0,0,0,0,0,0,0,0,0,0,0,0,0,234720.529527092,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2002,0,867504.276801119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867504.276801119,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2003,5418538.67312136,251207.889409307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418538.67312136,251207.889409307,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2004,3683732.41203845,899957.639909932,64835.73828125,0,64835.73828125,0,64835.73828125,0,64835.73828125,0,64835.73828125,0,64835.73828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64835.73828125,0,64835.73828125,0,64835.73828125,0,64835.73828125,0,64835.73828125,0,64835.73828125,0,64835.73828125,0,3618896.6737572,899957.639909932,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2005,2150813.46502647,2320526.70053439,909434.868932965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150813.46502647,2320526.70053439,909434.868932965,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2006,3496918.4375,5383188.99568372,0,0,0,0,382781.3125,229669.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3496918.4375,1282137.109375,0,0,0,0,382781.3125,229669.515625,0,0,0,0,0,0,0,4101051.88630872,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2007,54890.16796875,5455193.99355595,54890.16796875,26277.5546875,54890.16796875,26277.5546875,54890.16796875,138656.3125,54890.16796875,26277.5546875,54890.16796875,26277.5546875,54890.16796875,26277.5546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54890.16796875,947643.875,54890.16796875,26277.5546875,54890.16796875,26277.5546875,54890.16796875,138656.3125,54890.16796875,26277.5546875,54890.16796875,26277.5546875,54890.16796875,26277.5546875,0,4507550.11855596,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2008,0,3474779.87607633,0,8305.8359375,0,8305.8359375,0,8305.8359375,0,8305.8359375,0,8305.8359375,0,8305.8359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478482.9921875,0,8305.8359375,0,8305.8359375,0,8305.8359375,0,8305.8359375,0,8305.8359375,0,8305.8359375,0,2996296.88388883,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2009,2238899.76953125,3205700.38035998,0,12613.962890625,0,12613.962890625,1795466.125,927641.638671875,0,12613.962890625,0,12613.962890625,0,12613.962890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238899.76953125,1401580.96289062,0,12613.962890625,0,12613.962890625,1795466.125,927641.638671875,0,12613.962890625,0,12613.962890625,0,12613.962890625,0,1804119.41746936,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2010,899342.625,2697774.11765881,0,7513.21240234375,0,7513.21240234375,899342.625,1966056.49365234,0,7513.21240234375,0,7513.21240234375,0,7513.21240234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899342.625,2325793.18115234,0,7513.21240234375,0,7513.21240234375,899342.625,1966056.49365234,0,7513.21240234375,0,7513.21240234375,0,7513.21240234375,0,371980.936506463,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2011,1530639.25,742794.474194868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530639.25,723706.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,19088.036694868,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2012,4218.7725982666,120540.993138864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4218.7725982666,3588.88842773438,0,0,0,0,0,0,0,0,0,0,0,0,0,116952.10471113,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2013,0,575362.348578121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447954.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,127408.286078121,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2014,193130,321087.349875,0,0,0,0,193130,193130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193130,281896,0,0,0,0,193130,193130,0,0,0,0,0,0,0,39191.349875,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2015,332015.3125,158375.689255191,0,0,0,0,332015.3125,147299.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332015.3125,147299.3125,0,0,0,0,332015.3125,147299.3125,0,0,0,0,0,0,0,11076.3767551912,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2016,0,-39284.33025713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39284.33025713,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2018,0,400692.948242188,0,0,0,0,0,83898.52734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400692.948242188,0,0,0,0,0,83898.52734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2019,16909654.8845123,-2541.63206400934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.43226480484,0,0,0,0,0,0,0,0,0,0,0,0,16909654.8845123,-2646.06432881418,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2020,0,1731276.79559354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731276.79559354,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2021,0,997580.790760664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997580.790760664,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2022,49038001.0999224,2998946.2005997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49038001.0999224,2998946.2005997,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.2_1,Dera Ismail Khan,2023,0,2520585.89990023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520585.89990023,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.3_1,F.A.T.A.,2019,5805872.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5805872.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.3_1,F.A.T.A.,2020,0,2895700.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2895700.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1995,626751021.288672,1107373.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7366123.5,1107373.875,0,0,0,0,0,0,0,0,0,0,0,0,619384897.788672,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1996,0,13950642.3590111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2807130,0,0,0,0,0,0,0,0,0,0,0,0,0,11143512.3590111,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1997,2434243,10138123.161363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434243,2369330.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7768792.66136299,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1998,4019.78173828125,17363535.4028238,4019.78173828125,3215.82543945313,4019.78173828125,3215.82543945313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4019.78173828125,2300098.57543945,4019.78173828125,3215.82543945313,4019.78173828125,3215.82543945313,0,0,0,0,0,0,0,0,0,15063436.8273844,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,1999,2627157.984375,15539968.3985681,2627157.984375,0,2627157.984375,0,2627157.984375,0,2627157.984375,0,2627157.984375,0,247460.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627157.984375,544513.8125,2627157.984375,0,2627157.984375,0,2627157.984375,0,2627157.984375,0,2627157.984375,0,247460.734375,0,0,14995454.5860681,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,2000,165101.125,14696835.3980327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165101.125,119856.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,14576978.9917827,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,2001,0,13472197.6842751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13472197.6842751,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,2002,0,7396761.78204062,0,259698.96875,0,259698.96875,0,259698.96875,0,259698.96875,0,259698.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259698.96875,0,259698.96875,0,259698.96875,0,259698.96875,0,259698.96875,0,259698.96875,0,0,0,7137062.81329062,0,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,2003,17403040.536113,6852223.61246147,3849211.4851455,0,0,0,7482.3681640625,6897.951171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7482.3681640625,47228.267578125,0,0,0,0,7482.3681640625,6897.951171875,0,0,0,0,0,0,17395558.1679489,6804995.34488334,3849211.4851455,0,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,2004,11567951.1462716,2771466.12621727,0,323189.468412407,0,0,0,0,0,0,0,0,0,0,711261.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10856690.0212716,2771466.12621727,0,323189.468412407,0,0,0,0,0,0,0,0,0,0
PAK.5_1,N.W.F.P.,PAK.5.4_1,Hazara,2005,288853620.40993,6420786.14300222,3637739.47573186,421434.259982652,0,0,0,0,0,0,0,0,0,0,0,94581.2265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288853620.40993,6326204.91643972,3637739.47573186,421434.259982652,0,0,0,0,0,0,0,0,0,0
