district,year,att_on_Business,att_on_Government_General,att_on_Police,att_on_Military,att_on_No_Name,att_on_Airports_Aircraft,att_on_Government_Diplomatic,att_on_Educational_Inst,att_on_Food_or_Water_Supply,att_on_Journalists_Media,att_on_Maritime,att_on_NGO,att_on_Other,att_on_Private_Citizens_Prop,att_on_Religious_Figures_Inst,att_on_Telecommunication,att_on_Terror_Non_State_M,att_on_Tourists,att_on_Transportation,att_on_Unknown,att_on_Utilities,att_on_Violent_Political_Party,attack_type_8_success,attack_type_8_fail,total_attacks,nkill,nwound,property,total_pop2,total_pop_982,total_att_on_law_enf,total_attcks_calculated,total_att_others,province
Bhakkar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19774224,12617472,0,0,0,Punjab
Bhimber,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036304,1241580,0,0,0,Azad Kashmir
Buner,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,16,1,10745520,6072576,0,2,1,Khyber Pakhtunkhwa
Central Karachi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30300420,23075880,0,0,0,Sindh
Chagai,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2718204,1254408,0,0,1,Balochistan
Chakwal,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16436316,11857188,0,0,0,Punjab
Chaman,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,14,2,5214732,1822248,0,1,1,Balochistan
Charsadda,2011,3,2,4,1,0,0,0,10,0,2,0,0,0,1,2,0,0,0,0,0,1,0,10,0,36,112,214,22,19331520,12268368,5,24,7,Khyber Pakhtunkhwa
Chiniot,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16423908,11581488,0,0,0,Punjab
Chitral Lower,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,5,1,5653176,3640428,1,3,0,Khyber Pakhtunkhwa
Chitral Upper,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,3843888,2719812,1,2,0,Khyber Pakhtunkhwa
D. I. Khan,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,4,1,20160204,10641108,1,4,0,Khyber Pakhtunkhwa
Dadu,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18604680,13280604,0,0,0,Sindh
Darel,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,2568000,0,0,0,Gilgit Baltistan
Dera Bugti,2011,1,2,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,44,0,0,0,57,11,48,53,2369328,1282344,3,11,49,Balochistan
Dera Ghazi Khan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,52,102,1,33493404,19322892,0,0,1,Punjab
Diamir,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583100,3240000,0,0,0,Gilgit Baltistan
Duki,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835724,1391712,0,0,0,Balochistan
East Karachi,2011,7,74,18,7,0,0,2,2,0,3,0,2,0,43,5,0,4,0,14,0,0,19,2,0,202,294,340,38,15854796,9553128,25,108,117,Sindh
Faisalabad,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,101,1,94589328,65154564,0,1,1,Punjab
Ghanche,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060380,1919988,0,0,0,Gilgit Baltistan
Ghizer,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442736,2040000,0,0,0,Gilgit Baltistan
Ghotki,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,19784496,11625564,0,0,1,Sindh
Gilgit,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,1743264,3480000,0,0,2,Gilgit Baltistan
Gujranwala,2011,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29,6,26454444,19065636,6,13,0,Punjab
Gujrat,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,33075468,24576096,0,1,1,Punjab
Gupis-Yasin,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348000,1146900,0,0,0,Gilgit Baltistan
Gwadar,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,12,2,1,3147036,2225976,1,3,0,Balochistan
Hafizabad,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13883448,9995760,0,0,0,Punjab
Hangu,2011,0,1,4,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,4,0,0,0,2,0,21,95,92,13,6225732,3774348,4,17,6,Khyber Pakhtunkhwa
Haripur,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23803200,16513116,0,0,0,Khyber Pakhtunkhwa
Harnai,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,5,0,768672,617784,0,2,0,Balochistan
Haveli,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680336,1032888,0,0,0,Azad Kashmir
Hunza,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559968,600000,0,0,0,Gilgit Baltistan
Hyderabad,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,6,1,0,4,26399136,17938392,0,1,5,Sindh
Islamabad,2011,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,14,31,3,24040416,9662820,2,5,5,Islamabad
Jacobabad,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,4,0,0,3,12084108,8726280,0,1,3,Sindh
Jaffarabad,2011,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,5,0,0,0,17,26,36,14,6167664,3495480,1,6,12,Balochistan
Jamshoro,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,11926896,6985128,0,0,1,Sindh
Jhal Magsi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1673508,1180548,0,0,1,Balochistan
Jhang,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32911596,22433052,0,0,0,Punjab
Jhelum,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14668836,11243484,0,0,0,Punjab
Jhelum Valley,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561828,345360,0,0,0,Azad Kashmir
Kachhi,2011,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,9,7,22,8,2837676,2393484,3,6,6,Balochistan
Kalat,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1549128,1038780,0,1,1,Balochistan
Kambar Shahdad Kot,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16381884,10891884,0,0,0,Sindh
Karak,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,4,1,8464344,5169552,0,2,1,Khyber Pakhtunkhwa
Kashmore,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,10,3,13084032,8125440,0,0,3,Sindh
Kasur,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41458572,28254072,0,0,0,Punjab
Kech,2011,0,2,0,1,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,11,11,6,3,9206748,3815628,1,8,3,Balochistan
Khairpur,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,29157312,18573456,0,0,1,Sindh
Khanewal,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35042796,24821880,0,0,0,Punjab
Kharan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953192,1162800,0,0,0,Balochistan
Kharmang,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503352,600000,0,0,0,Gilgit Baltistan
Khushab,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15419712,10691580,0,0,0,Punjab
Khuzdar,2011,0,4,1,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,14,9,6,1,7870188,3905208,2,8,5,Balochistan
Khyber,2011,6,0,1,6,0,0,0,18,0,1,0,0,0,17,5,0,2,0,2,2,2,0,17,1,80,30,67,43,12278580,6908916,7,57,12,Khyber Pakhtunkhwa
Killa Abdullah,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3885516,2506440,1,2,0,Balochistan
Killa Saifullah,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532684,1300104,0,0,0,Balochistan
Kohat,2011,4,2,1,1,0,0,0,14,0,0,0,2,0,20,1,2,1,0,0,0,3,0,14,0,65,41,60,34,15779928,9131100,2,45,8,Khyber Pakhtunkhwa
Kohistan Lower,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3919620,1058988,0,0,0,Khyber Pakhtunkhwa
Kohistan Upper,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976508,3013392,0,0,0,Khyber Pakhtunkhwa
Kohlu,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,3,7,3,1926012,930276,0,2,1,Balochistan
Kolai Palas Kohistan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185480,2531364,0,0,0,Khyber Pakhtunkhwa
Korangi Karachi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26318004,16156920,0,0,0,Sindh
Kotli,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504656,924912,0,0,0,Azad Kashmir
Kurram,2011,1,2,1,2,0,0,0,0,1,0,0,0,0,15,0,0,1,0,2,0,1,0,0,0,26,34,54,11,7384464,5379720,3,24,5,Khyber Pakhtunkhwa
Lahore,2011,1,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,8,17,82,3,63435816,37657548,1,7,1,Punjab
Lakki Marwat,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,3,3,2,10665312,5976420,0,4,1,Khyber Pakhtunkhwa
Larkana,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18261432,12019296,0,0,0,Sindh
Lasbela,2011,2,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,8,6,36,4,6915252,3752340,1,6,3,Balochistan
Lehri,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415388,1063188,0,0,0,Balochistan
Leiah,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21887940,13451412,0,0,0,Punjab
Lodhran,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20396316,14061600,0,0,0,Punjab
Loralai,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2933352,1610052,0,1,0,Balochistan
Lower Dir,2011,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,7,57,83,6,21091932,11720760,1,7,0,Khyber Pakhtunkhwa
Malakand,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3686844,2266296,0,1,0,Khyber Pakhtunkhwa
Malir Karachi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7481172,3967632,0,0,0,Sindh
Mandi Bahauddin,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19128468,13926624,0,0,0,Punjab
Mansehra,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23020968,14413080,0,0,0,Khyber Pakhtunkhwa
Mardan,2011,2,2,0,1,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,0,22,36,71,11,36799512,22634700,1,13,3,Khyber Pakhtunkhwa
Mastung,2011,2,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,9,10,35,3,2721792,1569324,1,7,3,Balochistan
Matiari,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240480,5930928,0,0,0,Sindh
Mianwali,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18511212,12679440,0,0,0,Punjab
Mirpur,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344772,281040,0,0,0,Azad Kashmir
Mirpur Khas,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18053280,12075948,0,0,0,Sindh
Mohmand,2011,4,3,2,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,3,0,6,0,36,12,21,17,6530064,3943704,2,26,6,Khyber Pakhtunkhwa
Multan,2011,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,1,56953992,37402212,2,4,0,Punjab
Musakhel,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1630848,1310808,0,1,0,Balochistan
Muzaffarabad,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3230652,1905600,0,0,1,Azad Kashmir
Muzaffargarh,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,51942588,31630836,1,2,0,Punjab
Nagar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616656,840000,0,0,0,Gilgit Baltistan
Nankana Sahib,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16259832,12538380,0,0,0,Punjab
Narowal,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20490900,15181164,0,0,0,Punjab
Nasirabad,2011,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,8,0,0,0,22,7,32,18,5697264,2935548,2,7,17,Balochistan
Naushahro Feroze,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19344564,13050852,0,0,0,Sindh
Neelum,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911856,570756,0,0,0,Azad Kashmir
North Waziristan,2011,2,1,1,6,0,0,0,2,0,0,0,0,0,10,0,0,2,0,0,0,0,0,2,0,26,39,38,8,7022508,4664400,7,30,1,Khyber Pakhtunkhwa
Nowshera,2011,1,1,0,1,0,0,0,6,0,0,0,0,0,1,1,0,0,0,3,0,2,0,6,0,22,44,58,14,19660212,11547540,1,10,7,Khyber Pakhtunkhwa
Nushki,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2147364,1176360,0,1,0,Balochistan
Okara,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36489912,26795904,0,0,0,Punjab
Orakzai,2011,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,7,47,31,3,3051636,2705292,3,8,2,Khyber Pakhtunkhwa
Pakpattan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21890736,15440160,0,0,0,Punjab
Panjgur,2011,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,3784236,2808612,1,3,2,Balochistan
Peshawar,2011,9,9,8,3,0,0,1,33,0,2,0,1,0,31,2,2,6,0,13,0,6,0,33,0,159,201,448,92,44696172,27474696,11,104,33,Khyber Pakhtunkhwa
Pishin,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8842836,4520736,0,0,1,Balochistan
Poonch,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1363176,837936,0,1,0,Azad Kashmir
Quetta,2011,10,6,6,3,0,0,0,2,0,0,0,1,0,14,3,0,0,0,7,2,2,0,2,0,58,171,224,28,27233676,9294564,9,44,21,Balochistan
Rahim Yar Khan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48065088,29836728,0,0,0,Punjab
Rajanpur,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24507336,13653900,0,1,0,Punjab
Rawalpindi,2011,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,5,1,64828560,40366932,2,4,1,Punjab
Rondu,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000,473880,0,0,0,Gilgit Baltistan
Sahiwal,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34244472,25089588,0,0,0,Punjab
Sanghar,2011,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,0,0,24598476,15838572,0,1,2,Sindh
Sargodha,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40266204,29020488,1,2,0,Punjab
Shaheed Benazir Abad,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,20111544,13231524,0,0,3,Sindh
Shaheed Sikandarabad,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2410284,1120812,0,1,1,Balochistan
Shangla,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,12031164,7007112,0,2,0,Khyber Pakhtunkhwa
Sheikhupura,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41520048,27313968,0,0,0,Punjab
Sherani,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835424,980208,0,0,0,Balochistan
Shigar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543864,840000,0,0,0,Gilgit Baltistan
Shikarpur,2011,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,12378528,8341068,2,4,0,Sindh
Sialkot,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46739256,32681772,0,0,0,Punjab
Sibi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,6,15,18,5,1500156,1111980,0,0,6,Balochistan
Skardu,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530960,3120000,0,0,0,Gilgit Baltistan
Sohbatpur,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641208,497352,0,0,0,Balochistan
South Karachi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21568524,15835896,0,0,0,Sindh
South Waziristan,2011,0,0,0,1,0,0,0,2,1,0,0,0,0,7,0,0,3,0,0,0,0,0,2,0,16,16,9,6,8102580,5158092,1,15,0,Khyber Pakhtunkhwa
Sudhnoti,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474296,931656,0,0,0,Azad Kashmir
Sujawal,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9348744,6164424,0,0,0,Sindh
Sukkur,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17860464,11176644,0,0,0,Sindh
Swabi,2011,4,3,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0,6,0,23,17,15,15,19505724,12321648,0,11,6,Khyber Pakhtunkhwa
Swat,2011,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,6,4,4,31651368,17782080,0,2,3,Khyber Pakhtunkhwa
Tando Allahyar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10062324,5922312,0,0,0,Sindh
Tando Muhammad Khan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8125176,5263488,0,0,0,Sindh
Tangir,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,375084,0,0,0,Gilgit Baltistan
Tank,2011,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,8,7,2,5119416,3124080,2,8,0,Khyber Pakhtunkhwa
Tharparkar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19764432,10971492,0,0,0,Sindh
Thatta,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11785656,7193904,0,0,0,Sindh
Toba Tek Singh,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25356672,18471420,0,0,0,Punjab
Tor Ghar,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056188,2096184,0,0,0,Khyber Pakhtunkhwa
Umer Kot,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12881628,7977564,0,0,0,Sindh
Upper Dir,2011,0,2,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,10,58,76,8,17315856,8580348,1,7,3,Khyber Pakhtunkhwa
Vehari,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34824972,25084992,0,0,0,Punjab
Washuk,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1777968,1084416,0,1,0,Balochistan
West Karachi,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21076224,12874704,0,0,0,Sindh
Zhob,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037272,1847916,0,0,0,Balochistan
Ziarat,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1921140,968976,0,1,0,Balochistan
Abbottabad,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19226844,12553320,1,2,0,Khyber Pakhtunkhwa
Astore,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859992,1200000,0,0,0,Gilgit Baltistan
Attock,2012,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,11,0,1,22636536,15299220,2,4,1,Punjab
Awaran,2012,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1241172,1148916,3,6,0,Balochistan
Badin,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21544800,13422120,0,1,0,Sindh
Bagh,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058792,1244700,0,0,0,Azad Kashmir
Bahawalnagar,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35707872,24737364,0,0,0,Punjab
Bahawalpur,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37119480,24552636,0,0,0,Punjab
