from_month,from_year,to_month,to_year,province,district,f_sub_borrowers_tot,f_sub_disbursed,f_sub_recovered,f_sub_borrowers_out,f_sub_outstanding,f_eco_borrowers_tot,f_eco_disbursed,f_eco_recovered,f_eco_borrowers_out,f_eco_outstanding,f_abv_borrowers_tot,f_abv_disbursed,f_abv_rabvvered,f_abv_borrowers_out,f_abv_outstanding,nf_sf_borrowers_tot,nf_sf_disbursed,nf_sf_recovered,nf_sf_borrowers_out,nf_sf_outstanding,nf_lf_borrowers_tot,nf_lf_disbursed,nf_lf_recovered,nf_lf_borrowers_out,nf_lf_outstanding,,,,,
7,2018,12,2018,Punjab,Sargodha,7256.000,10440473.000,12710211.000,22151.000,35310919.000,1348.000,11560004.000,1024092.000,3546.000,17720254.000,161.000,12300725.000,10800489.000,290.000,4570656.000,25350.000,3153036.000,26510477.000,55339.000,62670655.000,893.000,22700491.000,1581082.000,937.000,31640916.000,,,,,
7,2018,12,2018,Punjab,Sheikhupura,9379.000,116403915.000,11860138.000,23360.000,38690877.000,889.000,4580339.000,4250647.000,2112.000,11160021.000,142.000,3290143.000,1220902.000,130.000,3260922.000,2091.000,3850588.000,4540331.000,9046.000,14310968.000,487.000,3220236.000,2470315.000,734.000,3460512.000,,,,,
7,2018,12,2018,Punjab,Sialkot,9099.000,1142026.000,10780497.000,18084.000,27410261.000,3062.000,12070156.000,11530012.000,3084.000,23770803.000,1029.000,11770003.000,10790439.000,714.000,12960963.000,17059.000,22990467.000,18660912.000,30817.000,39880132.000,217.000,5590055.000,1950346.000,484.000,3320183.000,,,,,
7,2018,12,2018,Punjab,Toba Tek Singh,13788.000,1688037.000,17960508.000,29451.000,38250244.000,859.000,3900644.000,3560967.000,1579.000,8850433.000,96.000,2240936.000,1010199.000,96.000,2700086.000,25558.000,2222032.000,20600455.000,54584.000,4917068.000,2818.000,12380154.000,6040111.000,7989.000,23020866.000,,,,,
7,2018,12,2018,Punjab,Vehari,21383.000,20160964.000,18310673.000,58324.000,46220572.000,985.000,10730337.000,8140471.000,1962.000,11200879.000,273.000,1109017.000,850087.000,344.000,6070888.000,36224.000,27300808.000,20190896.000,61467.000,50730143.000,1251.000,6470185.000,3920806.000,3507.000,7540224.000,,,,,
7,2018,12,2018,Punjab,MFIs,112432.000,48100225.000,477401.000,128648.000,50620442.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,212269.000,87350557.000,62250546.000,373349.000,95130817.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Sindh,Badin,3050.000,3800091.000,3660239.000,7452.000,13360404.000,822.000,4210135.000,3930514.000,1654.000,10960982.000,266.000,5080254.000,4310315.000,217.000,4770375.000,1344.000,960508.000,520651.000,3116.000,3240889.000,26.000,170841.000,140486.000,99.000,360662.000,,,,,
7,2018,12,2018,Sindh,Dadu,3934.000,327091.000,2800268.000,11291.000,8680452.000,171.000,1280221.000,1030492.000,436.000,2730779.000,36.000,12025.000,80703.000,32.000,200968.000,2738.000,1970953.000,710352.000,6141.000,4260139.000,21.000,30821.000,389.000,45.000,60957.000,,,,,
7,2018,12,2018,Sindh,Ghotki,7956.000,8130026.000,6690136.000,22738.000,23010637.000,280.000,3250892.000,3810664.000,1230.000,5700043.000,26.000,470498.000,420274.000,51.000,660429.000,3423.000,3320073.000,3080994.000,8985.000,12910987.000,2.000,10027.000,90271.000,22.000,110625.000,,,,,
7,2018,12,2018,Sindh,Hyderabad,640.000,1450141.000,1020239.000,1600.000,3190338.000,486.000,4190482.000,32609894.000,642.000,5540729.000,288.000,17950498.000,8410082.000,214.000,8870351.000,2877.000,2020744.000,1660645.000,5997.000,5190667.000,55.000,6890767.000,5500357.000,51.000,3560104.000,,,,,
7,2018,12,2018,Sindh,Jaccobabad,311.000,1110992.000,110051.000,1999.000,4070689.000,165.000,2330994.000,1560203.000,540.000,3380668.000,23.000,660103.000,430094.000,28.000,65065.000,374.000,410087.000,410297.000,2876.000,448009.000,76.000,140732.000,20577.000,129.000,310611.000,,,,,
7,2018,12,2018,Sindh,Jamshoro,155.000,300319.000,310385.000,572.000,1380946.000,73.000,380381.000,340752.000,126.000,680576.000,6.000,90768.000,9025.000,14.000,140723.000,163.000,60965.000,40115.000,372.000,280594.000,12.000,190275.000,180379.000,23.000,90628.000,,,,,
7,2018,12,2018,Sindh,Kamber & Shadad kot,3368.000,3090945.000,2370954.000,9317.000,9930093.000,128.000,3310911.000,2450365.000,678.000,420046.000,15.000,320232.000,70592.000,40.000,340135.000,4150.000,2880163.000,2280851.000,11012.000,9770201.000,61.000,80707.000,50897.000,290.000,690999.000,,,,,
7,2018,12,2018,Sindh,Karachi,5.000,120671.000,10822.000,246.000,470307.000,6.000,150158.000,80687.000,41.000,480616.000,4.000,146350935.000,145630013.000,47.000,2000945.000,270.000,5950278.000,2330202.000,889.000,2200726.000,204.000,204850534.000,189600999.000,593.000,60740668.000,,,,,
7,2018,12,2018,Sindh,Kashmore - Kandhkot,6375.000,3750043.000,1650177.000,8289.000,6590517.000,115.000,3480865.000,2940747.000,452.000,3230574.000,24.000,2230642.000,208014.000,37.000,740913.000,2530.000,1420172.000,420833.000,4692.000,3980229.000,22.000,50314.000,295.000,30.000,50792.000,,,,,
7,2018,12,2018,Sindh,Khairpur,12983.000,13380965.000,10930257.000,29645.000,32980104.000,508.000,2850351.000,297067.000,1788.000,6880039.000,14.000,2003.000,200599.000,61.000,560555.000,6755.000,5620734.000,4980922.000,15041.000,18080105.000,394.000,950379.000,470813.000,1113.000,2020411.000,,,,,
7,2018,12,2018,Sindh,Larkana,9985.000,8540759.000,6470125.000,21528.000,17870965.000,152.000,3000232.000,2010455.000,444.000,3060502.000,43.000,750687.000,270507.000,31.000,520933.000,4246.000,2750224.000,2390051.000,12765.000,8680375.000,37.000,100001.000,30336.000,184.000,340277.000,,,,,
7,2018,12,2018,Sindh,Matiari,3139.000,343096.000,3360069.000,4922.000,482027.000,205.000,1280761.000,1120325.000,417.000,2780852.000,50.000,1090887.000,1060642.000,66.000,1080826.000,9019.000,47709.000,3240808.000,13687.000,7170224.000,2.000,33.000,110277.000,99.000,580547.000,,,,,
7,2018,12,2018,Sindh,Mirpurkhas,925.000,1770716.000,1780075.000,3119.000,5530373.000,729.000,4470178.000,4200286.000,1246.000,8210714.000,180.000,6540431.000,5320889.000,203.000,3780374.000,12100.000,7820843.000,4380143.000,21077.000,1391095.000,49.000,370309.000,360261.000,71.000,660474.000,,,,,
7,2018,12,2018,Sindh,Naushero Feroz,7468.000,5800089.000,4080213.000,7860.000,10260467.000,341.000,4030758.000,3460562.000,781.000,3580044.000,32.000,440329.000,440448.000,33.000,600066.000,7580.000,4580346.000,1950653.000,9546.000,6670048.000,60.000,440717.000,260741.000,87.000,480053.000,,,,,
7,2018,12,2018,Sindh,Nawabshah,5333.000,529037.000,5180276.000,8261.000,10040297.000,605.000,3620342.000,3540652.000,1300.000,7440158.000,125.000,4600583.000,3800064.000,115.000,2520941.000,7795.000,6640998.000,4710875.000,14575.000,15160616.000,80.000,500131.000,800124.000,182.000,600342.000,,,,,
7,2018,12,2018,Sindh,Sanghar,3846.000,5390624.000,3810578.000,7289.000,11490611.000,1187.000,7390914.000,7410319.000,1649.000,11280985.000,222.000,10190731.000,8280452.000,268.000,6240914.000,5759.000,4250797.000,4380463.000,11475.000,11570327.000,55.000,320402.000,620087.000,197.000,480853.000,,,,,
7,2018,12,2018,Sindh,Shikarpur,3067.000,3110308.000,2490677.000,6866.000,9160079.000,89.000,1500939.000,1460562.000,528.000,2860826.000,17.000,290925.000,120185.000,45.000,480646.000,2518.000,1570183.000,1000923.000,5844.000,6690401.000,106.000,370166.000,200033.000,232.000,540533.000,,,,,
7,2018,12,2018,Sindh,Sujawal,182.000,580437.000,620751.000,1253.000,3600914.000,139.000,1070826.000,510879.000,608.000,299009.000,8.000,90997.000,30971.000,319.000,710099.000,319.000,220171.000,120543.000,1436.000,2150837.000,12.000,891.000,0.000,15.000,10366.000,,,,,
7,2018,12,2018,Sindh,Sukkur,7367.000,8840515.000,8300984.000,18963.000,18930719.000,421.000,5650053.000,7000129.000,883.000,5740933.000,46.000,830673.000,610594.000,58.000,720698.000,3629.000,3020119.000,2430735.000,8076.000,6630949.000,28.000,43600791.000,44440785.000,27.000,1200024.000,,,,,
7,2018,12,2018,Sindh,Tando Allahyar,2554.000,3360194.000,3060457.000,4845.000,7170233.000,198.000,1810673.000,2070264.000,821.000,6190031.000,65.000,5160118.000,3720822.000,67.000,2480171.000,4631.000,2680403.000,154096.000,9865.000,5580912.000,23.000,410978.000,400388.000,37.000,270943.000,,,,,
7,2018,12,2018,Sindh,Tando Muhammad Khan,730.000,810139.000,1010236.000,3148.000,4210183.000,403.000,2580204.000,30302.000,689.000,3110152.000,64.000,4830409.000,3410982.000,68.000,2640226.000,2069.000,1320551.000,600736.000,3505.000,2300247.000,1.000,10685.000,10682.000,31.000,220521.000,,,,,
7,2018,12,2018,Sindh,Tharparkar,8.000,20094.000,20689.000,81.000,220443.000,5.000,20248.000,40621.000,25.000,90984.000,2.000,859.000,644.000,4.000,10637.000,4219.000,2960315.000,1740772.000,8316.000,5680305.000,14.000,70318.000,60418.000,26.000,3035.000,,,,,
7,2018,12,2018,Sindh,Thatta,1624.000,1200905.000,780761.000,3588.000,3960809.000,99.000,730822.000,1170445.000,421.000,2210467.000,42.000,990193.000,1040161.000,62.000,690541.000,2005.000,1130124.000,560336.000,2680.000,1770187.000,5.000,10381.000,130107.000,10.000,80782.000,,,,,
7,2018,12,2018,Sindh,Umerkot,2235.000,2030701.000,1590762.000,3035.000,3220444.000,492.000,230067.000,2200719.000,637.000,4010855.000,82.000,1130431.000,960867.000,109.000,1580449.000,8008.000,4730344.000,3240806.000,15748.000,10010522.000,17.000,90679.000,80197.000,57.000,290729.000,,,,,
7,2018,12,2018,Sindh,MFIs ,5899.000,2060238.000,3790246.000,15515.000,4300216.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72223.000,22530432.000,23480353.000,139693.000,29630851.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Abbotabad,5.000,3038.000,20448.000,29.000,6088.000,2.000,80526.000,90248.000,5.000,90518.000,0.000,0.000,8.000,4.000,6086.000,1563.000,1850786.000,1310392.000,3298.000,3360268.000,122.000,4260307.000,3530186.000,140.000,850806.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Bajur Agency,6.000,20436.000,85.000,41.000,30674.000,0.000,0.000,132.000,1.000,281.000,0.000,0.000,0.000,0.000,0.000,3.000,5.000,10057.000,42.000,100429.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Bannu,144.000,290903.000,340035.000,523.000,1200781.000,37.000,200919.000,130218.000,109.000,540679.000,6.000,50363.000,80319.000,7.000,110972.000,85.000,200449.000,230879.000,394.000,670926.000,14.000,20208.000,965.000,18.000,30681.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Battagram,0.000,0.000,237.000,5.000,402.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.000,50002.000,30009.000,134.000,170767.000,2.000,525.000,2.000,16.000,60793.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Bunair,110.000,90353.000,90778.000,318.000,290189.000,5.000,20428.000,20248.000,10.000,40926.000,0.000,0.000,0.000,0.000,0.000,364.000,200225.000,200349.000,697.000,480998.000,7.000,1085.000,10114.000,18.000,40001.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Charsadda,1273.000,980905.000,1540272.000,3264.000,3780936.000,263.000,1060786.000,610585.000,592.000,2450652.000,18.000,80735.000,60772.000,15.000,260162.000,857.000,1050788.000,880242.000,1271.000,1860475.000,295.000,830457.000,480712.000,1025.000,2640244.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Chitral,383.000,820622.000,700115.000,1664.000,1830069.000,40.000,140019.000,60208.000,23.000,140246.000,0.000,0.000,0.000,3.000,2.000,361.000,480202.000,160646.000,2042.000,1140582.000,5.000,39.000,40112.000,328.000,160449.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Dera Ismail Khan,5438.000,823018.000,5120302.000,11213.000,15190923.000,1051.000,2900757.000,2180375.000,1153.000,6530986.000,208.000,2520453.000,1990553.000,175.000,4090232.000,2814.000,24709742.000,1580342.000,5075.000,4120711.000,8.000,14017.000,130827.000,6.000,150931.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Dir Lower,38.000,80389.000,70758.000,116.000,230059.000,0.000,0.000,0.000,2.000,864.000,0.000,0.000,0.000,0.000,0.000,22.000,60055.000,30423.000,262.000,340674.000,0.000,0.000,271.000,53.000,20044.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Dir Upper,31.000,70138.000,40437.000,95.000,140926.000,0.000,0.000,331.000,1.000,449.000,0.000,0.000,0.000,0.000,0.000,5.000,633.000,10629.000,70.000,100195.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,F0R0 Bannu,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,F0R0 D0I0Khan,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,F0R0 Kohat,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,F0R0 Lakki Marwat,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,F0R0 Peshawar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,F0R0 Tank,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Hangu,11.000,20648.000,762.000,55.000,13005.000,5.000,10984.000,30263.000,216.000,27015.000,0.000,0.000,0.000,0.000,0.000,13.000,20217.000,50699.000,298.000,3103.000,0.000,0.000,71.000,30.000,168.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Haripur,33.000,170322.000,80449.000,150.000,1020252.000,16.000,70092.000,80308.000,16.000,200359.000,3.000,390289.000,380889.000,1.000,10203.000,2095.000,2890143.000,3170766.000,4369.000,4940956.000,29.000,690382.000,490808.000,49.000,13081.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Kala Dhaka,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Karak,1.000,3.000,4055.000,70.000,150767.000,0.000,0.000,943.000,8.000,20775.000,0.000,0.000,0.000,0.000,0.000,164.000,290853.000,140517.000,671.000,830845.000,5.000,104.000,311.000,18.000,2013.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Khyber Agency,0.000,0.000,19.000,17.000,83.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.000,19.000,345.000,0.000,0.000,0.000,9.000,19.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Kohat,46.000,4005.000,70967.000,167.000,220111.000,2.000,1.000,862.000,9.000,40026.000,0.000,0.000,0.000,0.000,0.000,1023.000,690181.000,690647.000,2875.000,1900192.000,11.000,40006.000,826.000,18.000,60076.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Kohistan,0.000,0.000,698.000,15.000,10041.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,3.000,8.000,0.000,0.000,0.000,6.000,131.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Kurram Agency,37.000,110036.000,502.000,286.000,820425.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,20685.000,90768.000,311.000,420917.000,0.000,0.000,19.000,2.000,6.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Lakki Marwat,159.000,460078.000,340319.000,382.000,790898.000,36.000,15008.000,70408.000,131.000,390671.000,8.000,210076.000,210778.000,19.000,210807.000,26.000,50937.000,120335.000,198.000,35095.000,0.000,0.000,88.000,3.000,489.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Malakand,205.000,370616.000,340187.000,443.000,610097.000,7.000,30705.000,20468.000,20.000,60909.000,0.000,0.000,0.000,0.000,0.000,774.000,540292.000,330144.000,1369.000,850895.000,5.000,505.000,10505.000,55.000,40127.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Mansehra,393.000,1000987.000,1340461.000,771.000,1760603.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,714.000,1520133.000,660799.000,2009.000,3050266.000,68.000,4200546.000,3830924.000,268.000,156083.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Mardan,1778.000,3750522.000,4530992.000,5173.000,8220048.000,397.000,1950111.000,1530813.000,952.000,3950911.000,23.000,390467.000,36056.000,28.000,470801.000,2120.000,2150962.000,990127.000,3037.000,2550808.000,227.000,7550216.000,5240516.000,444.000,3030716.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Mohmand Agency,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,North Waziristan Agency,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Nowshehra,240.000,340481.000,310112.000,518.000,730216.000,65.000,220279.000,170921.000,111.000,510873.000,10.000,30379.000,90897.000,13.000,160502.000,1436.000,1740645.000,1520765.000,2245.000,2610525.000,26.000,1100382.000,1110582.000,8.000,58014.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Orakzai Agency,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Peshawar,82.000,276005.000,5370849.000,487.000,3350306.000,110.000,350427.000,200236.000,188.000,910346.000,26.000,3840568.000,3710678.000,20.000,460097.000,625.000,1110274.000,670364.000,1142.000,1700428.000,23.000,1000265.000,910571.000,50.000,500905.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Shangla,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,South Waziristan Agency,85.000,140811.000,20902.000,119.000,190823.000,16.000,50441.000,20753.000,19.000,60044.000,0.000,0.000,0.000,0.000,0.000,34.000,50419.000,120519.000,306.000,490872.000,1.000,1.000,944.000,35.000,886.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Swabi,1411.000,1480894.000,2020748.000,3050.000,3490865.000,244.000,1330768.000,1010305.000,408.000,2030557.000,7.000,70279.000,70479.000,9.000,100607.000,704.000,61094.000,360954.000,1285.000,101047.000,69.000,1330995.000,1240907.000,119.000,340864.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Swat,855.000,1060026.000,730803.000,1334.000,2030295.000,8.000,30298.000,882.000,19.000,60372.000,0.000,0.000,0.000,0.000,0.000,2047.000,1760318.000,1180804.000,3364.000,336034.000,9.000,20312.000,734.000,27.000,70397.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,Tank,16.000,20606.000,10534.000,35.000,60069.000,11.000,30207.000,10892.000,26.000,80449.000,0.000,0.000,182.000,2.000,599.000,6.000,1.000,40706.000,152.000,29072.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Khyber Pakhtunkhwa,MFIs ,31.000,10505.000,10298.000,66.000,10667.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1378.000,65081.000,480989.000,2581.000,680587.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Awaran,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Barkhan,22.000,60599.000,30531.000,133.000,420139.000,3.000,676.000,109.000,5.000,10391.000,0.000,0.000,442.000,3.000,10005.000,0.000,0.000,6.000,17.000,40374.000,1.000,11.000,0.000,1.000,11.000,,,,,
7,2018,12,2018,Balochistan,Bolan,2.000,271.000,121.000,5.000,965.000,1.000,147.000,702.000,6.000,20125.000,0.000,0.000,305.000,0.000,0.000,2.000,9.000,0.000,3.000,921.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Chagai,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Dera Bugti,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Gawadar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000,69.000,,,,,
7,2018,12,2018,Balochistan,Harnai,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Jaffarabad,171.000,780226.000,410961.000,503.000,1620099.000,43.000,580421.000,11027.000,140.000,1100917.000,28.000,270071.000,15052.000,71.000,1020633.000,9.000,1065.000,20142.000,65.000,270751.000,1.000,69.000,56.000,1.000,68.000,,,,,
7,2018,12,2018,Balochistan,Jhal Magsi,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Kalat,5.000,20101.000,10034.000,8.000,20892.000,0.000,0.000,0.000,1.000,3.000,1.000,344.000,344.000,1.000,344.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Kech (Turbat),1.000,1044.000,54.000,5.000,60939.000,0.000,0.000,0.000,0.000,0.000,6.000,50379.000,5034.000,1.000,464.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Kharan,0.000,0.000,2.000,1.000,10181.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Khuzdar,3.000,1085.000,222.000,28.000,100634.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Kohlu,1.000,55.000,553.000,26.000,130176.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,2.000,88.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Lasbela,27.000,120937.000,80092.000,88.000,330226.000,0.000,0.000,64.000,6.000,20313.000,0.000,0.000,0.000,0.000,0.000,2.000,4.000,149.000,7.000,10462.000,1.000,28.000,0.000,1.000,28.000,,,,,
7,2018,12,2018,Balochistan,Lehri,0.000,0.000,43.000,2.000,148.000,1.000,693.000,83.000,6.000,20463.000,0.000,0.000,219.000,9.000,50531.000,7.000,1004.000,817.000,43.000,50839.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Loralai,16.000,90545.000,30701.000,96.000,470015.000,0.000,0.000,10497.000,3.000,10994.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,464.000,0.000,8.000,883.000,,,,,
7,2018,12,2018,Balochistan,Mastung,1.000,4.000,4.000,11.000,30723.000,0.000,0.000,0.000,1.000,637.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,4.000,,,,,
7,2018,12,2018,Balochistan,Musa Khael,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Nasirabad,769.000,880293.000,680842.000,1507.000,1840671.000,18.000,110931.000,20564.000,76.000,370163.000,8.000,90483.000,50782.000,70.000,620128.000,201.000,11005.000,100227.000,277.000,160684.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Nushki,0.000,0.000,0.000,2.000,218.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Panjgur,1.000,27.000,24.000,2.000,57.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Pishin,9.000,30303.000,40945.000,40.000,180566.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10447.000,5.000,70837.000,0.000,0.000,0.000,0.000,0.000,,,,,
7,2018,12,2018,Balochistan,Qilla Abdullah,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
